assay_chembl_id,document_chembl_id,molecule_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,type,units,value
CHEMBL623452,CHEMBL1148425,CHEMBL357278,=,=,% remaining,%,25.0,% remaining,%,25.0
CHEMBL623452,CHEMBL1148425,CHEMBL357119,=,=,% remaining,%,27.0,% remaining,%,27.0
CHEMBL623452,CHEMBL1148425,CHEMBL152968,=,=,% remaining,%,58.0,% remaining,%,58.0
CHEMBL623452,CHEMBL1148425,CHEMBL150984,=,=,% remaining,%,35.0,% remaining,%,35.0
CHEMBL623452,CHEMBL1148425,CHEMBL153102,=,=,% remaining,%,47.0,% remaining,%,47.0
CHEMBL623452,CHEMBL1148425,CHEMBL153426,=,=,% remaining,%,50.0,% remaining,%,50.0
CHEMBL623452,CHEMBL1148425,CHEMBL347797,=,=,% remaining,%,1.0,% remaining,%,1.0
CHEMBL623452,CHEMBL1148425,CHEMBL155166,=,=,% remaining,%,37.0,% remaining,%,37.0
CHEMBL623452,CHEMBL1148425,CHEMBL356634,=,=,% remaining,%,23.0,% remaining,%,23.0
CHEMBL623453,CHEMBL1148425,CHEMBL443040,,,Remaining,,,Remaining,%,
CHEMBL623452,CHEMBL1148425,CHEMBL153666,=,=,% remaining,%,28.0,% remaining,%,28.0
CHEMBL623452,CHEMBL1148425,CHEMBL152932,=,=,% remaining,%,15.0,% remaining,%,15.0
CHEMBL623453,CHEMBL1148425,CHEMBL346201,,,Remaining,,,Remaining,%,
CHEMBL623452,CHEMBL1148425,CHEMBL153502,=,=,% remaining,%,51.0,% remaining,%,51.0
CHEMBL623452,CHEMBL1148425,CHEMBL153650,=,=,% remaining,%,29.0,% remaining,%,29.0
CHEMBL623452,CHEMBL1148425,CHEMBL153160,=,=,% remaining,%,2.0,% remaining,%,2.0
CHEMBL623452,CHEMBL1148425,CHEMBL152844,=,=,% remaining,%,64.0,% remaining,%,64.0
CHEMBL623452,CHEMBL1148425,CHEMBL154927,=,=,% remaining,%,15.0,% remaining,%,15.0
CHEMBL623453,CHEMBL1148425,CHEMBL153448,,,Remaining,,,Remaining,%,
CHEMBL666245,CHEMBL1123360,CHEMBL290650,=,=,Inhibition,%,25.0,Inhibition,%,25.0
CHEMBL666246,CHEMBL1123360,CHEMBL290650,=,=,Inhibition,%,86.0,Inhibition,%,86.0
CHEMBL666244,CHEMBL1123360,CHEMBL290650,=,=,Inhibition,%,50.0,Inhibition,%,50.0
CHEMBL666242,CHEMBL1123360,CHEMBL290650,=,=,Inhibition,%,80.0,Inhibition,%,80.0
CHEMBL623453,CHEMBL1148425,CHEMBL153643,,,Remaining,,,Remaining,%,
CHEMBL623452,CHEMBL1148425,CHEMBL153667,=,=,% remaining,%,14.0,% remaining,%,14.0
CHEMBL623452,CHEMBL1148425,CHEMBL150561,=,=,% remaining,%,2.0,% remaining,%,2.0
CHEMBL623452,CHEMBL1148425,CHEMBL152961,=,=,% remaining,%,12.0,% remaining,%,12.0
CHEMBL623453,CHEMBL1148425,CHEMBL358007,,,Remaining,,,Remaining,%,
CHEMBL623452,CHEMBL1148425,CHEMBL345479,=,=,% remaining,%,34.0,% remaining,%,34.0
CHEMBL623453,CHEMBL1148425,CHEMBL153594,,,Remaining,,,Remaining,%,
CHEMBL666247,CHEMBL1123360,CHEMBL290591,=,=,Inhibition,%,45.0,Inhibition,%,45.0
CHEMBL666248,CHEMBL1123360,CHEMBL290591,=,=,Inhibition,%,89.0,Inhibition,%,89.0
CHEMBL666243,CHEMBL1123360,CHEMBL290591,=,=,Inhibition,%,98.0,Inhibition,%,98.0
CHEMBL666242,CHEMBL1123360,CHEMBL290591,=,=,Inhibition,%,82.0,Inhibition,%,82.0
CHEMBL623452,CHEMBL1148425,CHEMBL150464,=,=,% remaining,%,10.0,% remaining,%,10.0
CHEMBL623452,CHEMBL1148425,CHEMBL149470,=,=,% remaining,%,2.0,% remaining,%,2.0
CHEMBL666245,CHEMBL1123360,CHEMBL418249,=,=,Inhibition,%,32.0,Inhibition,%,32.0
CHEMBL666246,CHEMBL1123360,CHEMBL418249,=,=,Inhibition,%,89.0,Inhibition,%,89.0
CHEMBL666244,CHEMBL1123360,CHEMBL418249,=,=,Inhibition,%,55.0,Inhibition,%,55.0
CHEMBL666242,CHEMBL1123360,CHEMBL418249,=,=,Inhibition,%,73.0,Inhibition,%,73.0
CHEMBL623453,CHEMBL1148425,CHEMBL154810,,,Remaining,,,Remaining,%,
CHEMBL623453,CHEMBL1148425,CHEMBL153304,,,Remaining,,,Remaining,%,
CHEMBL623453,CHEMBL1148425,CHEMBL149799,,,Remaining,,,Remaining,%,
CHEMBL666245,CHEMBL1123360,CHEMBL41794,=,=,Inhibition,%,27.0,Inhibition,%,27.0
CHEMBL666246,CHEMBL1123360,CHEMBL41794,=,=,Inhibition,%,86.0,Inhibition,%,86.0
CHEMBL666244,CHEMBL1123360,CHEMBL41794,=,=,Inhibition,%,59.0,Inhibition,%,59.0
CHEMBL666242,CHEMBL1123360,CHEMBL41794,=,=,Inhibition,%,82.0,Inhibition,%,82.0
CHEMBL623452,CHEMBL1148425,CHEMBL423771,=,=,% remaining,%,45.0,% remaining,%,45.0
CHEMBL623452,CHEMBL1148425,CHEMBL152941,=,=,% remaining,%,11.0,% remaining,%,11.0
CHEMBL623452,CHEMBL1148425,CHEMBL348498,=,=,% remaining,%,2.0,% remaining,%,2.0
CHEMBL623452,CHEMBL1148425,CHEMBL153741,=,=,% remaining,%,63.0,% remaining,%,63.0
CHEMBL623452,CHEMBL1148425,CHEMBL150614,=,=,% remaining,%,62.0,% remaining,%,62.0
CHEMBL623452,CHEMBL1148425,CHEMBL422135,=,=,% remaining,%,18.0,% remaining,%,18.0
CHEMBL623452,CHEMBL1148425,CHEMBL154751,=,=,% remaining,%,50.0,% remaining,%,50.0
CHEMBL623452,CHEMBL1148425,CHEMBL152947,=,=,% remaining,%,16.0,% remaining,%,16.0
CHEMBL623453,CHEMBL1148425,CHEMBL155220,,,Remaining,,,Remaining,%,
CHEMBL623453,CHEMBL1148425,CHEMBL153500,,,Remaining,,,Remaining,%,
CHEMBL623452,CHEMBL1148425,CHEMBL422509,=,=,% remaining,%,41.0,% remaining,%,41.0
CHEMBL623452,CHEMBL1148425,CHEMBL153122,=,=,% remaining,%,29.0,% remaining,%,29.0
CHEMBL623452,CHEMBL1148425,CHEMBL155284,=,=,% remaining,%,10.0,% remaining,%,10.0
CHEMBL618990,CHEMBL1136138,CHEMBL3706623,=,=,CL,mL.min-1.kg-1,233.0,CLint,ml min-1 kg-1,233.0
CHEMBL876725,CHEMBL1136031,CHEMBL327772,=,=,CL,mL.min-1.g-1,71.0,Cl,ul min-1 mg-1,71.0
CHEMBL618990,CHEMBL1136138,CHEMBL5483011,=,=,CL,mL.min-1.kg-1,50.0,CLint,ml min-1 kg-1,50.0
CHEMBL618990,CHEMBL1136138,CHEMBL3706619,=,=,CL,mL.min-1.kg-1,655.0,CLint,ml min-1 kg-1,655.0
CHEMBL618990,CHEMBL1136138,CHEMBL3706620,=,=,CL,mL.min-1.kg-1,19.0,CLint,ml min-1 kg-1,19.0
CHEMBL876725,CHEMBL1136031,CHEMBL89248,=,=,CL,mL.min-1.g-1,114.0,Cl,ul min-1 mg-1,114.0
CHEMBL618993,CHEMBL1136031,CHEMBL89239,,,CL,mL.min-1.g-1,,Cl,ul min-1 mg-1,
CHEMBL618990,CHEMBL1136138,CHEMBL114756,=,=,CL,mL.min-1.kg-1,133.0,CLint,ml min-1 kg-1,133.0
CHEMBL618992,CHEMBL1136031,CHEMBL86512,,,CL,mL.min-1.g-1,,Cl,ul min-1 mg-1,
CHEMBL620139,CHEMBL1136421,CHEMBL348410,=,=,Metabolic rate,pM min-1 (mg of protein)-1,103.0,Metabolic rate,pM min-1 (mg of protein)-1,103.0
CHEMBL620139,CHEMBL1136421,CHEMBL348410,=,=,Metabolic rate,pM min-1 (mg of protein)-1,150.0,Metabolic rate,pM min-1 (mg of protein)-1,150.0
CHEMBL620139,CHEMBL1136421,CHEMBL422869,=,=,Metabolic rate,pM min-1 (mg of protein)-1,93.0,Metabolic rate,pM min-1 (mg of protein)-1,93.0
CHEMBL620226,CHEMBL1128809,CHEMBL59677,=,=,Concentration,%,104.0,Concentration,%,104.0
CHEMBL620225,CHEMBL1128809,CHEMBL59677,=,=,Concentration,%,95.0,Concentration,%,95.0
CHEMBL620139,CHEMBL1136421,CHEMBL418888,=,=,Metabolic rate,pM min-1 (mg of protein)-1,131.0,Metabolic rate,pM min-1 (mg of protein)-1,131.0
CHEMBL620226,CHEMBL1128809,CHEMBL59828,=,=,Concentration,%,103.0,Concentration,%,103.0
CHEMBL620225,CHEMBL1128809,CHEMBL59828,=,=,Concentration,%,88.0,Concentration,%,88.0
CHEMBL620139,CHEMBL1136421,CHEMBL348890,=,=,Metabolic rate,pM min-1 (mg of protein)-1,51.0,Metabolic rate,pM min-1 (mg of protein)-1,51.0
CHEMBL620226,CHEMBL1128809,CHEMBL294303,=,=,Concentration,%,100.0,Concentration,%,100.0
CHEMBL620225,CHEMBL1128809,CHEMBL294303,=,=,Concentration,%,100.0,Concentration,%,100.0
CHEMBL620139,CHEMBL1136421,CHEMBL69257,=,=,Metabolic rate,pM min-1 (mg of protein)-1,213.0,Metabolic rate,pM min-1 (mg of protein)-1,213.0
CHEMBL618994,CHEMBL1136144,CHEMBL309253,<,<,CL,mL.min-1.g-1,14.0,Cl,ul min-1 mg-1,14.0
CHEMBL618994,CHEMBL1136144,CHEMBL315771,<,<,CL,mL.min-1.g-1,13.0,Cl,ul min-1 mg-1,13.0
CHEMBL639877,CHEMBL1134348,CHEMBL155652,=,=,Stability,%,0.0,Stability,%,0.0
CHEMBL639878,CHEMBL1134348,CHEMBL155652,=,=,Stability,%,0.0,Stability,%,0.0
CHEMBL639877,CHEMBL1134348,CHEMBL433899,=,=,Stability,%,100.0,Stability,%,100.0
CHEMBL639878,CHEMBL1134348,CHEMBL433899,=,=,Stability,%,100.0,Stability,%,100.0
CHEMBL639877,CHEMBL1134348,CHEMBL352227,=,=,Stability,%,20.0,Stability,%,20.0
CHEMBL639878,CHEMBL1134348,CHEMBL352227,=,=,Stability,%,0.0,Stability,%,0.0
CHEMBL639877,CHEMBL1134348,CHEMBL414449,=,=,Stability,%,19.0,Stability,%,19.0
CHEMBL639878,CHEMBL1134348,CHEMBL414449,=,=,Stability,%,0.0,Stability,%,0.0
CHEMBL639877,CHEMBL1134348,CHEMBL156854,=,=,Stability,%,100.0,Stability,%,100.0
CHEMBL639878,CHEMBL1134348,CHEMBL156854,=,=,Stability,%,99.0,Stability,%,99.0
CHEMBL639877,CHEMBL1134348,CHEMBL158091,=,=,Stability,%,45.0,Stability,%,45.0
CHEMBL639878,CHEMBL1134348,CHEMBL158091,=,=,Stability,%,15.0,Stability,%,15.0
CHEMBL639877,CHEMBL1134348,CHEMBL156392,=,=,Stability,%,17.0,Stability,%,17.0
CHEMBL639878,CHEMBL1134348,CHEMBL156392,=,=,Stability,%,8.0,Stability,%,8.0
CHEMBL639877,CHEMBL1134348,CHEMBL157940,=,=,Stability,%,28.0,Stability,%,28.0
CHEMBL639878,CHEMBL1134348,CHEMBL157940,=,=,Stability,%,0.0,Stability,%,0.0
CHEMBL639877,CHEMBL1134348,CHEMBL157567,=,=,Stability,%,56.0,Stability,%,56.0
CHEMBL639878,CHEMBL1134348,CHEMBL157567,=,=,Stability,%,0.0,Stability,%,0.0
CHEMBL639877,CHEMBL1134348,CHEMBL157567,=,=,Stability,%,28.0,Stability,%,28.0
CHEMBL639878,CHEMBL1134348,CHEMBL157567,=,=,Stability,%,19.0,Stability,%,19.0
CHEMBL639877,CHEMBL1134348,CHEMBL345697,=,=,Stability,%,0.0,Stability,%,0.0
CHEMBL639878,CHEMBL1134348,CHEMBL345697,=,=,Stability,%,0.0,Stability,%,0.0
CHEMBL639877,CHEMBL1134348,CHEMBL156392,=,=,Stability,%,53.0,Stability,%,53.0
CHEMBL639878,CHEMBL1134348,CHEMBL156392,=,=,Stability,%,13.0,Stability,%,13.0
CHEMBL639877,CHEMBL1134348,CHEMBL436612,=,=,Stability,%,0.0,Stability,%,0.0
CHEMBL639878,CHEMBL1134348,CHEMBL436612,=,=,Stability,%,0.0,Stability,%,0.0
CHEMBL639877,CHEMBL1134348,CHEMBL351109,=,=,Stability,%,24.0,Stability,%,24.0
CHEMBL639878,CHEMBL1134348,CHEMBL351109,=,=,Stability,%,0.0,Stability,%,0.0
CHEMBL639877,CHEMBL1134348,CHEMBL347898,=,=,Stability,%,24.0,Stability,%,24.0
CHEMBL639878,CHEMBL1134348,CHEMBL347898,=,=,Stability,%,0.0,Stability,%,0.0
CHEMBL639877,CHEMBL1134348,CHEMBL156854,=,=,Stability,%,100.0,Stability,%,100.0
CHEMBL639878,CHEMBL1134348,CHEMBL156854,=,=,Stability,%,100.0,Stability,%,100.0
CHEMBL639877,CHEMBL1134348,CHEMBL449650,=,=,Stability,%,19.0,Stability,%,19.0
CHEMBL639878,CHEMBL1134348,CHEMBL449650,=,=,Stability,%,7.0,Stability,%,7.0
CHEMBL618991,CHEMBL1136139,CHEMBL3706622,=,=,CL,mL.min-1.kg-1,35.0,CLint,ml min-1 kg-1,35.0
CHEMBL618991,CHEMBL1136139,CHEMBL3706615,=,=,CL,mL.min-1.kg-1,13.0,CLint,ml min-1 kg-1,13.0
CHEMBL618991,CHEMBL1136139,CHEMBL5483011,=,=,CL,mL.min-1.kg-1,50.0,CLint,ml min-1 kg-1,50.0
CHEMBL618991,CHEMBL1136139,CHEMBL3706621,=,=,CL,mL.min-1.kg-1,500.0,CLint,ml min-1 kg-1,500.0
CHEMBL618991,CHEMBL1136139,CHEMBL3706613,=,=,CL,mL.min-1.kg-1,27.0,CLint,ml min-1 kg-1,27.0
CHEMBL630017,CHEMBL1136799,CHEMBL344166,>,>,T1/2,hr,24.0,T1/2,hr,24.0
CHEMBL630017,CHEMBL1136799,CHEMBL342631,>,>,T1/2,hr,24.0,T1/2,hr,24.0
CHEMBL630017,CHEMBL1136799,CHEMBL141639,=,=,T1/2,hr,1.5,T1/2,hr,1.5
CHEMBL630017,CHEMBL1136799,CHEMBL138431,>,>,T1/2,hr,24.0,T1/2,hr,24.0
CHEMBL630017,CHEMBL1136799,CHEMBL344424,=,=,T1/2,hr,9.0,T1/2,hr,9.0
CHEMBL630017,CHEMBL1136799,CHEMBL341583,=,=,T1/2,hr,8.0,T1/2,hr,8.0
CHEMBL630017,CHEMBL1136799,CHEMBL343154,=,=,T1/2,hr,40.0,T1/2,hr,40.0
CHEMBL630017,CHEMBL1136799,CHEMBL336909,=,=,T1/2,hr,16.0,T1/2,hr,16.0
CHEMBL630017,CHEMBL1136799,CHEMBL342871,=,=,T1/2,hr,9.0,T1/2,hr,9.0
CHEMBL630017,CHEMBL1136799,CHEMBL139154,>,>,T1/2,hr,,T1/2,hr,
CHEMBL630017,CHEMBL1136799,CHEMBL344039,=,=,T1/2,hr,0.5,T1/2,hr,0.5
CHEMBL630017,CHEMBL1136799,CHEMBL134973,=,=,T1/2,hr,11.0,T1/2,hr,11.0
CHEMBL630017,CHEMBL1136799,CHEMBL343116,=,=,T1/2,hr,24.0,T1/2,hr,24.0
CHEMBL630017,CHEMBL1136799,CHEMBL139571,=,=,T1/2,hr,6.0,T1/2,hr,6.0
CHEMBL630017,CHEMBL1136799,CHEMBL344656,>,>,T1/2,hr,24.0,T1/2,hr,24.0
CHEMBL630017,CHEMBL1136799,CHEMBL138141,>,>,T1/2,hr,24.0,T1/2,hr,24.0
CHEMBL642313,CHEMBL1144934,CHEMBL331771,=,=,Recovery,%,92.0,Recovery,%,92.0
CHEMBL642313,CHEMBL1144934,CHEMBL331742,=,=,Recovery,%,86.0,Recovery,%,86.0
CHEMBL642313,CHEMBL1144934,CHEMBL119877,=,=,Recovery,%,38.0,Recovery,%,38.0
CHEMBL642313,CHEMBL1144934,CHEMBL121379,=,=,Recovery,%,38.0,Recovery,%,38.0
CHEMBL642313,CHEMBL1144934,CHEMBL330949,=,=,Recovery,%,97.0,Recovery,%,97.0
CHEMBL642313,CHEMBL1144934,CHEMBL120187,=,=,Recovery,%,86.0,Recovery,%,86.0
CHEMBL642313,CHEMBL1144934,CHEMBL420540,=,=,Recovery,%,89.0,Recovery,%,89.0
CHEMBL642313,CHEMBL1144934,CHEMBL420540,=,=,Recovery,%,95.0,Recovery,%,95.0
CHEMBL620140,CHEMBL1136082,CHEMBL69678,=,=,Metabolic stability,%,80.0,Metabolic stability,%,80.0
CHEMBL620140,CHEMBL1136082,CHEMBL68584,=,=,Metabolic stability,%,86.0,Metabolic stability,%,86.0
CHEMBL620140,CHEMBL1136082,CHEMBL69648,=,=,Metabolic stability,%,86.0,Metabolic stability,%,86.0
CHEMBL620140,CHEMBL1136082,CHEMBL71431,=,=,Metabolic stability,%,92.0,Metabolic stability,%,92.0
CHEMBL620140,CHEMBL1136082,CHEMBL410890,=,=,Metabolic stability,%,82.0,Metabolic stability,%,82.0
CHEMBL620140,CHEMBL1136082,CHEMBL66322,=,=,Metabolic stability,%,100.0,Metabolic stability,%,100.0
CHEMBL620140,CHEMBL1136082,CHEMBL66400,=,=,Metabolic stability,%,91.0,Metabolic stability,%,91.0
CHEMBL624565,CHEMBL1137947,CHEMBL421841,=,=,T1/2,hr,0.15,T1/2,min,9.0
CHEMBL624565,CHEMBL1137947,CHEMBL164261,=,=,T1/2,hr,0.06667,T1/2,min,4.0
CHEMBL624565,CHEMBL1137947,CHEMBL162383,=,=,T1/2,hr,0.08333,T1/2,min,5.0
CHEMBL623447,CHEMBL1135799,CHEMBL13,=,=,R,%,73.0,R,%,73.0
CHEMBL623447,CHEMBL1135799,CHEMBL108,=,=,R,%,96.0,R,%,96.0
CHEMBL623447,CHEMBL1135799,CHEMBL499,=,=,R,%,71.0,R,%,71.0
CHEMBL623447,CHEMBL1135799,CHEMBL6,=,=,R,%,95.0,R,%,95.0
CHEMBL623447,CHEMBL1135799,CHEMBL27,=,=,R,%,29.0,R,%,29.0
CHEMBL623447,CHEMBL1135799,CHEMBL689,=,=,R,%,100.0,R,%,100.0
CHEMBL623447,CHEMBL1135799,CHEMBL1464,=,=,R,%,100.0,R,%,100.0
CHEMBL623447,CHEMBL1135799,CHEMBL6966,=,=,R,%,7.0,R,%,7.0
CHEMBL624578,CHEMBL1128630,CHEMBL12051,=,=,T1/2,hr,0.5,T1/2,min,30.0
CHEMBL640000,CHEMBL1132176,CHEMBL102672,=,=,Lactone,%,86.6,Lactone,%,86.6
CHEMBL640216,CHEMBL1132176,CHEMBL102672,=,=,Lactone,%,88.1,Lactone,%,88.1
CHEMBL640001,CHEMBL1132176,CHEMBL102672,=,=,Lactone,%,87.0,Lactone,%,87.0
CHEMBL640001,CHEMBL1132176,CHEMBL65,=,=,Lactone,%,7.0,Lactone,%,7.0
CHEMBL640001,CHEMBL1132176,CHEMBL102252,=,=,Lactone,%,1.0,Lactone,%,1.0
CHEMBL624578,CHEMBL1128630,CHEMBL11874,=,=,T1/2,hr,1.633,T1/2,min,98.0
CHEMBL640000,CHEMBL1132176,CHEMBL102673,=,=,Lactone,%,84.9,Lactone,%,84.9
CHEMBL640216,CHEMBL1132176,CHEMBL102673,=,=,Lactone,%,82.9,Lactone,%,82.9
CHEMBL640001,CHEMBL1132176,CHEMBL102673,=,=,Lactone,%,85.0,Lactone,%,85.0
CHEMBL640000,CHEMBL1132176,CHEMBL103934,=,=,Lactone,%,85.2,Lactone,%,85.2
CHEMBL640216,CHEMBL1132176,CHEMBL103934,=,=,Lactone,%,86.8,Lactone,%,86.8
CHEMBL640001,CHEMBL1132176,CHEMBL103934,=,=,Lactone,%,85.0,Lactone,%,85.0
CHEMBL624578,CHEMBL1128630,CHEMBL274347,=,=,T1/2,hr,0.08333,T1/2,min,5.0
CHEMBL640000,CHEMBL1132176,CHEMBL419178,=,=,Lactone,%,56.4,Lactone,%,56.4
CHEMBL640216,CHEMBL1132176,CHEMBL419178,=,=,Lactone,%,81.4,Lactone,%,81.4
CHEMBL640001,CHEMBL1132176,CHEMBL419178,=,=,Lactone,%,56.0,Lactone,%,56.0
CHEMBL624578,CHEMBL1128630,CHEMBL11758,=,=,T1/2,hr,0.1667,T1/2,min,10.0
CHEMBL840333,CHEMBL1137039,CHEMBL363731,=,=,CL,mL.min-1.kg-1,36.0,Cl,ml min-1 kg-1,36.0
CHEMBL840333,CHEMBL1137039,CHEMBL183938,=,=,CL,mL.min-1.kg-1,46.0,Cl,ml min-1 kg-1,46.0
CHEMBL840333,CHEMBL1137039,CHEMBL112466,=,=,CL,mL.min-1.kg-1,1700.0,Cl,ml min-1 kg-1,1700.0
CHEMBL826120,CHEMBL1141921,CHEMBL195402,<,<,CL,mL.min-1.g-1,0.05,Cli,ml min-1 g-1 liver,0.05
CHEMBL862725,CHEMBL1141192,CHEMBL371909,=,=,T1/2,hr,3.3,T1/2,hr,3.3
CHEMBL866475,CHEMBL1138111,CHEMBL200267,=,=,IC50,nM,30.0,IC50,uM,0.03
CHEMBL866475,CHEMBL1138111,CHEMBL426487,=,=,IC50,nM,9000.0,IC50,uM,9.0
CHEMBL866475,CHEMBL1138111,CHEMBL377500,=,=,IC50,nM,2000.0,IC50,uM,2.0
CHEMBL866475,CHEMBL1138111,CHEMBL378821,=,=,IC50,nM,6000.0,IC50,uM,6.0
CHEMBL866475,CHEMBL1138111,CHEMBL204742,=,=,IC50,nM,2000.0,IC50,uM,2.0
CHEMBL866475,CHEMBL1138111,CHEMBL204235,=,=,IC50,nM,3000.0,IC50,uM,3.0
CHEMBL866475,CHEMBL1138111,CHEMBL377278,=,=,IC50,nM,30000.0,IC50,uM,30.0
CHEMBL866475,CHEMBL1138111,CHEMBL381070,=,=,IC50,nM,3000.0,IC50,uM,3.0
CHEMBL866475,CHEMBL1138111,CHEMBL203912,=,=,IC50,nM,1000.0,IC50,uM,1.0
CHEMBL866475,CHEMBL1138111,CHEMBL425765,>,>,IC50,nM,20000.0,IC50,uM,20.0
CHEMBL866475,CHEMBL1138111,CHEMBL203983,=,=,IC50,nM,12000.0,IC50,uM,12.0
CHEMBL866475,CHEMBL1138111,CHEMBL204587,=,=,IC50,nM,2000.0,IC50,uM,2.0
CHEMBL866475,CHEMBL1138111,CHEMBL382677,=,=,IC50,nM,300.0,IC50,uM,0.3
CHEMBL866475,CHEMBL1138111,CHEMBL204640,=,=,IC50,nM,6000.0,IC50,uM,6.0
CHEMBL866475,CHEMBL1138111,CHEMBL204639,=,=,IC50,nM,4000.0,IC50,uM,4.0
CHEMBL866475,CHEMBL1138111,CHEMBL437500,>,>,IC50,nM,20000.0,IC50,uM,20.0
CHEMBL866475,CHEMBL1138111,CHEMBL204951,=,=,IC50,nM,900.0,IC50,uM,0.9
CHEMBL866475,CHEMBL1138111,CHEMBL379885,=,=,IC50,nM,1000.0,IC50,uM,1.0
CHEMBL866475,CHEMBL1138111,CHEMBL380139,=,=,IC50,nM,2000.0,IC50,uM,2.0
CHEMBL866475,CHEMBL1138111,CHEMBL204606,=,=,IC50,nM,300.0,IC50,uM,0.3
CHEMBL866475,CHEMBL1138111,CHEMBL203696,=,=,IC50,nM,6000.0,IC50,uM,6.0
CHEMBL866475,CHEMBL1138111,CHEMBL381741,>,>,IC50,nM,30000.0,IC50,uM,30.0
CHEMBL866475,CHEMBL1138111,CHEMBL439689,>,>,IC50,nM,30000.0,IC50,uM,30.0
CHEMBL866475,CHEMBL1138111,CHEMBL379445,=,=,IC50,nM,6000.0,IC50,uM,6.0
CHEMBL866475,CHEMBL1138111,CHEMBL204193,=,=,IC50,nM,3000.0,IC50,uM,3.0
CHEMBL866475,CHEMBL1138111,CHEMBL204301,>,>,IC50,nM,20000.0,IC50,uM,20.0
CHEMBL866475,CHEMBL1138111,CHEMBL380525,=,=,IC50,nM,3000.0,IC50,uM,3.0
CHEMBL866475,CHEMBL1138111,CHEMBL424675,=,=,IC50,nM,14000.0,IC50,uM,14.0
CHEMBL866475,CHEMBL1138111,CHEMBL203910,>,>,IC50,nM,30000.0,IC50,uM,30.0
CHEMBL866475,CHEMBL1138111,CHEMBL381717,>,>,IC50,nM,30000.0,IC50,uM,30.0
CHEMBL867153,CHEMBL1138168,CHEMBL204400,<,<,Stability,%,5.0,Stability,%,5.0
CHEMBL859665,CHEMBL1138176,CHEMBL203290,=,=,Stability,%,100.0,Stability,%,100.0
CHEMBL859665,CHEMBL1138176,CHEMBL206756,=,=,Stability,%,99.0,Stability,%,99.0
CHEMBL859665,CHEMBL1138176,CHEMBL206562,=,=,Stability,%,95.0,Stability,%,95.0
CHEMBL859665,CHEMBL1138176,CHEMBL205931,=,=,Stability,%,87.0,Stability,%,87.0
CHEMBL859665,CHEMBL1138176,CHEMBL205462,=,=,Stability,%,51.0,Stability,%,51.0
CHEMBL859665,CHEMBL1138176,CHEMBL382794,=,=,Stability,%,97.0,Stability,%,97.0
CHEMBL859665,CHEMBL1138176,CHEMBL203991,=,=,Stability,%,93.0,Stability,%,93.0
CHEMBL859665,CHEMBL1138176,CHEMBL204109,=,=,Stability,%,85.0,Stability,%,85.0
CHEMBL859665,CHEMBL1138176,CHEMBL383478,=,=,Stability,%,89.0,Stability,%,89.0
CHEMBL859665,CHEMBL1138176,CHEMBL380364,=,=,Stability,%,98.0,Stability,%,98.0
CHEMBL859665,CHEMBL1138176,CHEMBL206201,=,=,Stability,%,88.0,Stability,%,88.0
CHEMBL868363,CHEMBL1138981,CHEMBL205412,=,=,Stability,%,4.0,Stability,%,4.0
CHEMBL868363,CHEMBL1138981,CHEMBL203185,=,=,Stability,%,49.0,Stability,%,49.0
CHEMBL868363,CHEMBL1138981,CHEMBL203185,=,=,Stability,%,13.0,Stability,%,13.0
CHEMBL865664,CHEMBL1146956,CHEMBL205369,=,=,Stability,%,100.0,Stability,%,100.0
CHEMBL865664,CHEMBL1146956,CHEMBL205256,=,=,Stability,%,96.0,Stability,%,96.0
CHEMBL865664,CHEMBL1146956,CHEMBL204463,=,=,Stability,%,100.0,Stability,%,100.0
CHEMBL865664,CHEMBL1146956,CHEMBL204775,=,=,Stability,%,100.0,Stability,%,100.0
CHEMBL865664,CHEMBL1146956,CHEMBL205580,=,=,Stability,%,100.0,Stability,%,100.0
CHEMBL865664,CHEMBL1146956,CHEMBL205496,=,=,Stability,%,100.0,Stability,%,100.0
CHEMBL865664,CHEMBL1146956,CHEMBL204893,=,=,Stability,%,100.0,Stability,%,100.0
CHEMBL865664,CHEMBL1146956,CHEMBL204833,=,=,Stability,%,100.0,Stability,%,100.0
CHEMBL865664,CHEMBL1146956,CHEMBL205519,=,=,Stability,%,100.0,Stability,%,100.0
CHEMBL865664,CHEMBL1146956,CHEMBL381106,=,=,Stability,%,97.0,Stability,%,97.0
CHEMBL865666,CHEMBL1146956,CHEMBL205369,=,=,Stability,%,61.0,Stability,%,61.0
CHEMBL865666,CHEMBL1146956,CHEMBL205256,=,=,Stability,%,9.0,Stability,%,9.0
CHEMBL865666,CHEMBL1146956,CHEMBL204463,=,=,Stability,%,87.0,Stability,%,87.0
CHEMBL865666,CHEMBL1146956,CHEMBL204775,,,Stability,%,,Stability,,
CHEMBL865666,CHEMBL1146956,CHEMBL205580,=,=,Stability,%,37.0,Stability,%,37.0
CHEMBL865666,CHEMBL1146956,CHEMBL205496,=,=,Stability,%,100.0,Stability,%,100.0
CHEMBL865666,CHEMBL1146956,CHEMBL204893,=,=,Stability,%,63.0,Stability,%,63.0
CHEMBL865666,CHEMBL1146956,CHEMBL204833,=,=,Stability,%,55.0,Stability,%,55.0
CHEMBL865666,CHEMBL1146956,CHEMBL205519,=,=,Stability,%,50.0,Stability,%,50.0
