assay_chembl_id,document_chembl_id,molecule_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,type,units,value
CHEMBL953070,CHEMBL1141685,CHEMBL498375,>,>,T1/2,hr,1.0,t1/2,min,60.0
CHEMBL953070,CHEMBL1141685,CHEMBL525553,>,>,T1/2,hr,1.0,t1/2,min,60.0
CHEMBL953070,CHEMBL1141685,CHEMBL497360,>,>,T1/2,hr,1.0,t1/2,min,60.0
CHEMBL953070,CHEMBL1141685,CHEMBL496325,>,>,T1/2,hr,1.0,t1/2,min,60.0
CHEMBL953071,CHEMBL1141685,CHEMBL525553,=,=,Stability,%,65.0,Stability,%,65.0
CHEMBL953071,CHEMBL1141685,CHEMBL404663,=,=,Stability,%,86.0,Stability,%,86.0
CHEMBL953071,CHEMBL1141685,CHEMBL498375,=,=,Stability,%,87.0,Stability,%,87.0
CHEMBL953071,CHEMBL1141685,CHEMBL496325,=,=,Stability,%,102.0,Stability,%,102.0
CHEMBL939478,CHEMBL1152215,CHEMBL490417,<,<,CL,mL.min-1.g-1,0.5,CL,ml/min/g,0.5
CHEMBL939478,CHEMBL1152215,CHEMBL489195,,,CL,,,CL,,
CHEMBL939478,CHEMBL1152215,CHEMBL522257,=,=,CL,mL.min-1.g-1,1.1,CL,ml/min/g,1.1
CHEMBL1007118,CHEMBL1141693,CHEMBL524645,=,=,CL,mL.min-1.g-1,0.0,CL,uL/min/ug,0.0
CHEMBL1007118,CHEMBL1141693,CHEMBL495939,=,=,CL,mL.min-1.g-1,0.0,CL,uL/min/ug,0.0
CHEMBL1007118,CHEMBL1141693,CHEMBL523567,=,=,CL,mL.min-1.g-1,1000.0,CL,uL/min/ug,1.0
CHEMBL1007118,CHEMBL1141693,CHEMBL497999,=,=,CL,mL.min-1.g-1,4000.0,CL,uL/min/ug,4.0
CHEMBL1007118,CHEMBL1141693,CHEMBL496966,=,=,CL,mL.min-1.g-1,5000.0,CL,uL/min/ug,5.0
CHEMBL1007118,CHEMBL1141693,CHEMBL521899,=,=,CL,mL.min-1.g-1,6000.0,CL,uL/min/ug,6.0
CHEMBL1007118,CHEMBL1141693,CHEMBL496532,=,=,CL,mL.min-1.g-1,10000.0,CL,uL/min/ug,10.0
CHEMBL1007118,CHEMBL1141693,CHEMBL523557,=,=,CL,mL.min-1.g-1,10000.0,CL,uL/min/ug,10.0
CHEMBL997677,CHEMBL1152221,CHEMBL485763,=,=,Stability,uL/min.mg,644.0,Stability,uL/min.mg,644.0
CHEMBL1008824,CHEMBL1152224,CHEMBL463115,=,=,T1/2,hr,0.1833,t1/2,min,11.0
CHEMBL1008824,CHEMBL1152224,CHEMBL487167,=,=,T1/2,hr,0.2333,t1/2,min,14.0
CHEMBL1008824,CHEMBL1152224,CHEMBL471009,=,=,T1/2,hr,0.1667,t1/2,min,10.0
CHEMBL1008824,CHEMBL1152224,CHEMBL518254,=,=,T1/2,hr,0.3333,t1/2,min,20.0
CHEMBL1007118,CHEMBL1141693,CHEMBL496533,=,=,CL,mL.min-1.g-1,12000.0,CL,uL/min/ug,12.0
CHEMBL1007118,CHEMBL1141693,CHEMBL496540,=,=,CL,mL.min-1.g-1,12000.0,CL,uL/min/ug,12.0
CHEMBL1007118,CHEMBL1141693,CHEMBL496749,=,=,CL,mL.min-1.g-1,12000.0,CL,uL/min/ug,12.0
CHEMBL1007118,CHEMBL1141693,CHEMBL497998,=,=,CL,mL.min-1.g-1,16000.0,CL,uL/min/ug,16.0
CHEMBL1007118,CHEMBL1141693,CHEMBL526648,=,=,CL,mL.min-1.g-1,26000.0,CL,uL/min/ug,26.0
CHEMBL1007118,CHEMBL1141693,CHEMBL522914,=,=,CL,mL.min-1.g-1,29000.0,CL,uL/min/ug,29.0
CHEMBL1007118,CHEMBL1141693,CHEMBL497766,=,=,CL,mL.min-1.g-1,31000.0,CL,uL/min/ug,31.0
CHEMBL1007118,CHEMBL1141693,CHEMBL496110,=,=,CL,mL.min-1.g-1,31000.0,CL,uL/min/ug,31.0
CHEMBL1007118,CHEMBL1141693,CHEMBL526280,=,=,CL,mL.min-1.g-1,35000.0,CL,uL/min/ug,35.0
CHEMBL1007118,CHEMBL1141693,CHEMBL497970,=,=,CL,mL.min-1.g-1,43000.0,CL,uL/min/ug,43.0
CHEMBL1002064,CHEMBL1152235,CHEMBL512718,=,=,CL,mL.min-1.g-1,34.6,CL,ml/min/mg,0.0346
CHEMBL1002064,CHEMBL1152235,CHEMBL386630,=,=,CL,mL.min-1.g-1,109.3,CL,ml/min/mg,0.1093
CHEMBL1002064,CHEMBL1152235,CHEMBL472027,=,=,CL,mL.min-1.g-1,39.9,CL,ml/min/mg,0.0399
CHEMBL1002064,CHEMBL1152235,CHEMBL512709,=,=,CL,mL.min-1.g-1,26.2,CL,ml/min/mg,0.0262
CHEMBL1002064,CHEMBL1152235,CHEMBL470356,=,=,CL,mL.min-1.g-1,32.3,CL,ml/min/mg,0.0323
CHEMBL1002064,CHEMBL1152235,CHEMBL470357,,,CL,,,CL,,
CHEMBL1002064,CHEMBL1152235,CHEMBL513543,,,CL,,,CL,,
CHEMBL1002064,CHEMBL1152235,CHEMBL469730,,,CL,,,CL,,
CHEMBL1002064,CHEMBL1152235,CHEMBL469521,,,CL,,,CL,,
CHEMBL1002064,CHEMBL1152235,CHEMBL469522,,,CL,,,CL,,
CHEMBL1002064,CHEMBL1152235,CHEMBL469740,,,CL,,,CL,,
CHEMBL1002064,CHEMBL1152235,CHEMBL471834,=,=,CL,mL.min-1.g-1,46.6,CL,ml/min/mg,0.0466
CHEMBL1002064,CHEMBL1152235,CHEMBL470164,=,=,CL,mL.min-1.g-1,21.9,CL,ml/min/mg,0.0219
CHEMBL1002064,CHEMBL1152235,CHEMBL512651,=,=,CL,mL.min-1.g-1,63.8,CL,ml/min/mg,0.0638
CHEMBL1002064,CHEMBL1152235,CHEMBL469317,=,=,CL,mL.min-1.g-1,34.2,CL,ml/min/mg,0.0342
CHEMBL1002064,CHEMBL1152235,CHEMBL504021,=,=,CL,mL.min-1.g-1,92.8,CL,ml/min/mg,0.0928
CHEMBL995836,CHEMBL1152225,CHEMBL468513,=,=,CL,mL.min-1.g-1,12.0,CL,microL/min/mg,12.0
CHEMBL1008871,CHEMBL1141705,CHEMBL512440,=,=,CL,mL.min-1.g-1,13.0,CL,uL/min/mg,13.0
CHEMBL1008871,CHEMBL1141705,CHEMBL469209,=,=,CL,mL.min-1.g-1,10.0,CL,uL/min/mg,10.0
CHEMBL1008871,CHEMBL1141705,CHEMBL512092,=,=,CL,mL.min-1.g-1,53.0,CL,uL/min/mg,53.0
CHEMBL1008871,CHEMBL1141705,CHEMBL498184,=,=,CL,mL.min-1.g-1,14.0,CL,uL/min/mg,14.0
CHEMBL1008871,CHEMBL1141705,CHEMBL498185,=,=,CL,mL.min-1.g-1,5.0,CL,uL/min/mg,5.0
CHEMBL1008871,CHEMBL1141705,CHEMBL498383,=,=,CL,mL.min-1.g-1,6.0,CL,uL/min/mg,6.0
CHEMBL1008871,CHEMBL1141705,CHEMBL521721,=,=,CL,mL.min-1.g-1,22.0,CL,uL/min/mg,22.0
CHEMBL1008871,CHEMBL1141705,CHEMBL496331,=,=,CL,mL.min-1.g-1,25.0,CL,uL/min/mg,25.0
CHEMBL1008871,CHEMBL1141705,CHEMBL496332,=,=,CL,mL.min-1.g-1,8.0,CL,uL/min/mg,8.0
CHEMBL1008871,CHEMBL1141705,CHEMBL498392,=,=,CL,mL.min-1.g-1,13.0,CL,uL/min/mg,13.0
CHEMBL1008871,CHEMBL1141705,CHEMBL525352,=,=,CL,mL.min-1.g-1,23.0,CL,uL/min/mg,23.0
CHEMBL1008871,CHEMBL1141705,CHEMBL522069,=,=,CL,mL.min-1.g-1,25.0,CL,uL/min/mg,25.0
CHEMBL1008871,CHEMBL1141705,CHEMBL496541,=,=,CL,mL.min-1.g-1,53.0,CL,uL/min/mg,53.0
CHEMBL1008871,CHEMBL1141705,CHEMBL496542,=,=,CL,mL.min-1.g-1,20.0,CL,uL/min/mg,20.0
CHEMBL1008871,CHEMBL1141705,CHEMBL498000,=,=,CL,mL.min-1.g-1,0.0,CL,uL/min/mg,0.0
CHEMBL1008871,CHEMBL1141705,CHEMBL526463,=,=,CL,mL.min-1.g-1,2.0,CL,uL/min/mg,2.0
CHEMBL1008871,CHEMBL1141705,CHEMBL498001,=,=,CL,mL.min-1.g-1,13.0,CL,uL/min/mg,13.0
CHEMBL1008871,CHEMBL1141705,CHEMBL498002,=,=,CL,mL.min-1.g-1,17.0,CL,uL/min/mg,17.0
CHEMBL1008871,CHEMBL1141705,CHEMBL489602,=,=,CL,mL.min-1.g-1,13.0,CL,uL/min/mg,13.0
CHEMBL1008871,CHEMBL1141705,CHEMBL491440,=,=,CL,mL.min-1.g-1,1.0,CL,uL/min/mg,1.0
CHEMBL1008871,CHEMBL1141705,CHEMBL491441,=,=,CL,mL.min-1.g-1,15.0,CL,uL/min/mg,15.0
CHEMBL1008871,CHEMBL1141705,CHEMBL491641,=,=,CL,mL.min-1.g-1,20.0,CL,uL/min/mg,20.0
CHEMBL1008871,CHEMBL1141705,CHEMBL490428,=,=,CL,mL.min-1.g-1,23.0,CL,uL/min/mg,23.0
CHEMBL1008871,CHEMBL1141705,CHEMBL489596,=,=,CL,mL.min-1.g-1,83.0,CL,uL/min/mg,83.0
CHEMBL1008871,CHEMBL1141705,CHEMBL522910,=,=,CL,mL.min-1.g-1,23.0,CL,uL/min/mg,23.0
CHEMBL1008871,CHEMBL1141705,CHEMBL496940,=,=,CL,mL.min-1.g-1,34.0,CL,uL/min/mg,34.0
CHEMBL1008871,CHEMBL1141705,CHEMBL496941,=,=,CL,mL.min-1.g-1,0.0,CL,uL/min/mg,0.0
CHEMBL1008871,CHEMBL1141705,CHEMBL498379,=,=,CL,mL.min-1.g-1,26.0,CL,uL/min/mg,26.0
CHEMBL1008871,CHEMBL1141705,CHEMBL498586,=,=,CL,mL.min-1.g-1,63.0,CL,uL/min/mg,63.0
CHEMBL1008871,CHEMBL1141705,CHEMBL498587,=,=,CL,mL.min-1.g-1,7.0,CL,uL/min/mg,7.0
CHEMBL1008871,CHEMBL1141705,CHEMBL524466,=,=,CL,mL.min-1.g-1,9.0,CL,uL/min/mg,9.0
CHEMBL1008873,CHEMBL1152240,CHEMBL486757,,,Stability,%,,Stability,,
CHEMBL1008873,CHEMBL1152240,CHEMBL487982,,,Stability,%,,Stability,,
CHEMBL948452,CHEMBL1152285,CHEMBL485771,=,=,T1/2,hr,2.0,t1/2,hr,2.0
CHEMBL948452,CHEMBL1152285,CHEMBL497332,=,=,T1/2,hr,3.5,t1/2,hr,3.5
CHEMBL948452,CHEMBL1152285,CHEMBL485968,=,=,T1/2,hr,5.0,t1/2,hr,5.0
CHEMBL948452,CHEMBL1152285,CHEMBL485967,=,=,T1/2,hr,3.0,t1/2,hr,3.0
CHEMBL948452,CHEMBL1152285,CHEMBL521355,=,=,T1/2,hr,2.0,t1/2,hr,2.0
CHEMBL948457,CHEMBL1152285,CHEMBL519738,=,=,T1/2,hr,0.25,t1/2,min,15.0
CHEMBL948457,CHEMBL1152285,CHEMBL471344,>,>,T1/2,hr,2.0,t1/2,min,120.0
CHEMBL948457,CHEMBL1152285,CHEMBL519739,>,>,T1/2,hr,2.0,t1/2,min,120.0
CHEMBL948457,CHEMBL1152285,CHEMBL493784,=,=,T1/2,hr,0.25,t1/2,min,15.0
CHEMBL948457,CHEMBL1152285,CHEMBL487347,=,=,T1/2,hr,0.3333,t1/2,min,20.0
CHEMBL948457,CHEMBL1152285,CHEMBL497332,=,=,T1/2,hr,0.3333,t1/2,min,20.0
CHEMBL948457,CHEMBL1152285,CHEMBL462209,=,=,T1/2,hr,0.25,t1/2,min,15.0
CHEMBL999320,CHEMBL1140230,CHEMBL480558,=,=,T1/2,hr,0.1333,t1/2,min,8.0
CHEMBL999320,CHEMBL1140230,CHEMBL458753,=,=,T1/2,hr,0.1333,t1/2,min,8.0
CHEMBL999320,CHEMBL1140230,CHEMBL463981,>,>,T1/2,hr,1.5,t1/2,min,90.0
CHEMBL995957,CHEMBL1140923,CHEMBL521749,=,=,T1/2,hr,0.1667,t1/2,min,10.0
CHEMBL1006280,CHEMBL1140926,CHEMBL473119,>,>,T1/2,hr,2.0,t1/2,min,120.0
CHEMBL1006280,CHEMBL1140926,CHEMBL443942,>,>,T1/2,hr,2.0,t1/2,min,120.0
CHEMBL1006280,CHEMBL1140926,CHEMBL515548,>,>,T1/2,hr,2.0,t1/2,min,120.0
CHEMBL1006280,CHEMBL1140926,CHEMBL435128,=,=,T1/2,hr,0.125,t1/2,min,7.5
CHEMBL1006280,CHEMBL1140926,CHEMBL223228,,,t1/2,,,t1/2,,
CHEMBL1006281,CHEMBL1140926,CHEMBL473119,>,>,T1/2,hr,6.0,t1/2,min,360.0
CHEMBL1006281,CHEMBL1140926,CHEMBL443942,>,>,T1/2,hr,6.0,t1/2,min,360.0
CHEMBL1006281,CHEMBL1140926,CHEMBL515548,=,=,T1/2,hr,0.1833,t1/2,min,11.0
CHEMBL1006281,CHEMBL1140926,CHEMBL435128,,,t1/2,,,t1/2,,
CHEMBL1006281,CHEMBL1140926,CHEMBL223228,,,t1/2,,,t1/2,,
CHEMBL995957,CHEMBL1140923,CHEMBL254156,=,=,T1/2,hr,1.867,t1/2,min,112.0
CHEMBL948481,CHEMBL1152288,CHEMBL469946,=,=,CL,mL.min-1.kg-1,2.6,CL,ml/min.kg,2.6
CHEMBL948481,CHEMBL1152288,CHEMBL472253,=,=,CL,mL.min-1.kg-1,2.6,CL,ml/min.kg,2.6
CHEMBL948481,CHEMBL1152288,CHEMBL513248,=,=,CL,mL.min-1.kg-1,2.6,CL,ml/min.kg,2.6
CHEMBL948481,CHEMBL1152288,CHEMBL259209,=,=,CL,mL.min-1.kg-1,3.1,CL,ml/min.kg,3.1
CHEMBL948481,CHEMBL1152288,CHEMBL471001,=,=,CL,mL.min-1.kg-1,5.0,CL,ml/min.kg,5.0
CHEMBL948481,CHEMBL1152288,CHEMBL469947,=,=,CL,mL.min-1.kg-1,5.0,CL,ml/min.kg,5.0
CHEMBL948481,CHEMBL1152288,CHEMBL507806,=,=,CL,mL.min-1.kg-1,7.0,CL,ml/min.kg,7.0
CHEMBL948481,CHEMBL1152288,CHEMBL471211,=,=,CL,mL.min-1.kg-1,8.8,CL,ml/min.kg,8.8
CHEMBL948481,CHEMBL1152288,CHEMBL512851,=,=,CL,mL.min-1.kg-1,9.9,CL,ml/min.kg,9.9
CHEMBL948481,CHEMBL1152288,CHEMBL471002,=,=,CL,mL.min-1.kg-1,11.0,CL,ml/min.kg,11.0
CHEMBL948481,CHEMBL1152288,CHEMBL641,=,=,CL,mL.min-1.kg-1,14.3,CL,ml/min.kg,14.3
CHEMBL949486,CHEMBL1152303,CHEMBL516008,=,=,Stability,pmol/min/mg,134.0,Stability,pmol/min/mg,134.0
CHEMBL949487,CHEMBL1152303,CHEMBL516008,=,=,Stability,%,11.0,Stability,%,11.0
CHEMBL949488,CHEMBL1152303,CHEMBL516008,=,=,Stability,%,79.0,Stability,%,79.0
CHEMBL949489,CHEMBL1152303,CHEMBL516008,=,=,Stability,%,11.0,Stability,%,11.0
CHEMBL949486,CHEMBL1152303,CHEMBL458172,=,=,Stability,pmol/min/mg,73.0,Stability,pmol/min/mg,73.0
CHEMBL949487,CHEMBL1152303,CHEMBL458172,=,=,Stability,%,24.0,Stability,%,24.0
CHEMBL949488,CHEMBL1152303,CHEMBL458172,=,=,Stability,%,6.0,Stability,%,6.0
CHEMBL949489,CHEMBL1152303,CHEMBL458172,=,=,Stability,%,70.0,Stability,%,70.0
CHEMBL939479,CHEMBL1152249,CHEMBL469324,=,=,CL,mL.min-1.kg-1,54.0,CL,ml/min.kg,54.0
CHEMBL939479,CHEMBL1152249,CHEMBL472460,=,=,CL,mL.min-1.kg-1,3.0,CL,ml/min.kg,3.0
CHEMBL939479,CHEMBL1152249,CHEMBL469520,=,=,CL,mL.min-1.kg-1,3.0,CL,ml/min.kg,3.0
CHEMBL939479,CHEMBL1152249,CHEMBL511440,=,=,CL,mL.min-1.kg-1,3.0,CL,ml/min.kg,3.0
CHEMBL939485,CHEMBL1152250,CHEMBL470163,=,=,CL,hr.Kg/L,13.0,CL,hr.Kg/L,13.0
CHEMBL939485,CHEMBL1152250,CHEMBL471020,=,=,CL,hr.Kg/L,1.2,CL,hr.Kg/L,1.2
CHEMBL939485,CHEMBL1152250,CHEMBL511131,=,=,CL,hr.Kg/L,1.2,CL,hr.Kg/L,1.2
CHEMBL939485,CHEMBL1152250,CHEMBL471021,,,CL,,,CL,,
CHEMBL939485,CHEMBL1152250,CHEMBL471222,=,=,CL,hr.Kg/L,19.0,CL,hr.Kg/L,19.0
CHEMBL939485,CHEMBL1152250,CHEMBL470387,=,=,CL,hr.Kg/L,13.0,CL,hr.Kg/L,13.0
CHEMBL939485,CHEMBL1152250,CHEMBL486948,=,=,CL,hr.Kg/L,11.0,CL,hr.Kg/L,11.0
CHEMBL939485,CHEMBL1152250,CHEMBL487148,=,=,CL,hr.Kg/L,16.0,CL,hr.Kg/L,16.0
CHEMBL939485,CHEMBL1152250,CHEMBL520717,=,=,CL,hr.Kg/L,1.4,CL,hr.Kg/L,1.4
CHEMBL939485,CHEMBL1152250,CHEMBL488795,=,=,CL,hr.Kg/L,0.2,CL,hr.Kg/L,0.2
CHEMBL939485,CHEMBL1152250,CHEMBL485954,=,=,CL,hr.Kg/L,4.4,CL,hr.Kg/L,4.4
CHEMBL939485,CHEMBL1152250,CHEMBL486563,=,=,CL,hr.Kg/L,2.5,CL,hr.Kg/L,2.5
CHEMBL939485,CHEMBL1152250,CHEMBL486564,,,CL,,,CL,,
CHEMBL939485,CHEMBL1152250,CHEMBL486767,,,CL,,,CL,,
CHEMBL939485,CHEMBL1152250,CHEMBL485714,=,=,CL,hr.Kg/L,22.0,CL,hr.Kg/L,22.0
CHEMBL939485,CHEMBL1152250,CHEMBL521023,=,=,CL,hr.Kg/L,5.1,CL,hr.Kg/L,5.1
CHEMBL939485,CHEMBL1152250,CHEMBL485912,=,=,CL,hr.Kg/L,4.1,CL,hr.Kg/L,4.1
CHEMBL939485,CHEMBL1152250,CHEMBL520365,=,=,CL,hr.Kg/L,2.1,CL,hr.Kg/L,2.1
CHEMBL939485,CHEMBL1152250,CHEMBL488589,=,=,CL,hr.Kg/L,11.0,CL,hr.Kg/L,11.0
CHEMBL939485,CHEMBL1152250,CHEMBL488788,=,=,CL,hr.Kg/L,10.0,CL,hr.Kg/L,10.0
CHEMBL939485,CHEMBL1152250,CHEMBL530340,=,=,CL,hr.Kg/L,4.9,CL,hr.Kg/L,4.9
CHEMBL939485,CHEMBL1152250,CHEMBL487967,=,=,CL,hr.Kg/L,8.2,CL,hr.Kg/L,8.2
CHEMBL939485,CHEMBL1152250,CHEMBL486125,=,=,CL,hr.Kg/L,3.0,CL,hr.Kg/L,3.0
CHEMBL939485,CHEMBL1152250,CHEMBL486332,=,=,CL,hr.Kg/L,1.1,CL,hr.Kg/L,1.1
CHEMBL939485,CHEMBL1152250,CHEMBL469957,=,=,CL,hr.Kg/L,3.0,CL,hr.Kg/L,3.0
CHEMBL939485,CHEMBL1152250,CHEMBL469958,=,=,CL,hr.Kg/L,6.9,CL,hr.Kg/L,6.9
CHEMBL939485,CHEMBL1152250,CHEMBL519054,=,=,CL,hr.Kg/L,3.0,CL,hr.Kg/L,3.0
CHEMBL939485,CHEMBL1152250,CHEMBL486333,=,=,CL,hr.Kg/L,0.1,CL,hr.Kg/L,0.1
CHEMBL939485,CHEMBL1152250,CHEMBL488798,=,=,CL,hr.Kg/L,2.7,CL,hr.Kg/L,2.7
CHEMBL939485,CHEMBL1152250,CHEMBL487978,=,=,CL,hr.Kg/L,5.2,CL,hr.Kg/L,5.2
CHEMBL939485,CHEMBL1152250,CHEMBL488180,=,=,CL,hr.Kg/L,0.7,CL,hr.Kg/L,0.7
CHEMBL939485,CHEMBL1152250,CHEMBL488181,=,=,CL,hr.Kg/L,1.5,CL,hr.Kg/L,1.5
CHEMBL939485,CHEMBL1152250,CHEMBL520541,=,=,CL,hr.Kg/L,6.3,CL,hr.Kg/L,6.3
CHEMBL939485,CHEMBL1152250,CHEMBL486753,=,=,CL,hr.Kg/L,2.3,CL,hr.Kg/L,2.3
CHEMBL939485,CHEMBL1152250,CHEMBL486148,=,=,CL,hr.Kg/L,0.1,CL,hr.Kg/L,0.1
CHEMBL939485,CHEMBL1152250,CHEMBL486349,=,=,CL,hr.Kg/L,0.8,CL,hr.Kg/L,0.8
CHEMBL950428,CHEMBL1152277,CHEMBL519383,=,=,CL,mL.min-1.kg-1,3.0,CL,ml/min.Kg,3.0
CHEMBL950428,CHEMBL1152277,CHEMBL486131,=,=,CL,mL.min-1.kg-1,3.0,CL,ml/min.Kg,3.0
CHEMBL950428,CHEMBL1152277,CHEMBL520229,=,=,CL,mL.min-1.kg-1,3.0,CL,ml/min.Kg,3.0
CHEMBL950428,CHEMBL1152277,CHEMBL486162,=,=,CL,mL.min-1.kg-1,3.0,CL,ml/min.Kg,3.0
CHEMBL950428,CHEMBL1152277,CHEMBL487569,=,=,CL,mL.min-1.kg-1,9.3,CL,ml/min.Kg,9.3
CHEMBL950428,CHEMBL1152277,CHEMBL521029,=,=,CL,mL.min-1.kg-1,12.0,CL,ml/min.Kg,12.0
CHEMBL950428,CHEMBL1152277,CHEMBL519549,=,=,CL,mL.min-1.kg-1,16.0,CL,ml/min.Kg,16.0
CHEMBL950428,CHEMBL1152277,CHEMBL487554,=,=,CL,mL.min-1.kg-1,25.0,CL,ml/min.Kg,25.0
CHEMBL950428,CHEMBL1152277,CHEMBL486140,=,=,CL,mL.min-1.kg-1,29.0,CL,ml/min.Kg,29.0
CHEMBL950428,CHEMBL1152277,CHEMBL458242,=,=,CL,mL.min-1.kg-1,35.0,CL,ml/min.Kg,35.0
CHEMBL950428,CHEMBL1152277,CHEMBL486745,=,=,CL,mL.min-1.kg-1,36.0,CL,ml/min.Kg,36.0
CHEMBL950428,CHEMBL1152277,CHEMBL485752,=,=,CL,mL.min-1.kg-1,38.0,CL,ml/min.Kg,38.0
CHEMBL950428,CHEMBL1152277,CHEMBL486130,=,=,CL,mL.min-1.kg-1,41.0,CL,ml/min.Kg,41.0
CHEMBL950428,CHEMBL1152277,CHEMBL487553,=,=,CL,mL.min-1.kg-1,41.0,CL,ml/min.Kg,41.0
CHEMBL950428,CHEMBL1152277,CHEMBL521223,=,=,CL,mL.min-1.kg-1,43.0,CL,ml/min.Kg,43.0
CHEMBL950428,CHEMBL1152277,CHEMBL485972,=,=,CL,mL.min-1.kg-1,52.0,CL,ml/min.Kg,52.0
CHEMBL950428,CHEMBL1152277,CHEMBL487572,=,=,CL,mL.min-1.kg-1,54.0,CL,ml/min.Kg,54.0
CHEMBL950428,CHEMBL1152277,CHEMBL520036,=,=,CL,mL.min-1.kg-1,94.0,CL,ml/min.Kg,94.0
CHEMBL950428,CHEMBL1152277,CHEMBL487765,,,CL,,,CL,,
CHEMBL950428,CHEMBL1152277,CHEMBL487766,,,CL,,,CL,,
CHEMBL950428,CHEMBL1152277,CHEMBL520238,,,CL,,,CL,,
CHEMBL950428,CHEMBL1152277,CHEMBL486950,,,CL,,,CL,,
CHEMBL950428,CHEMBL1152277,CHEMBL485950,,,CL,,,CL,,
CHEMBL950428,CHEMBL1152277,CHEMBL487371,,,CL,,,CL,,
CHEMBL950428,CHEMBL1152277,CHEMBL487372,,,CL,,,CL,,
CHEMBL950428,CHEMBL1152277,CHEMBL485765,,,CL,,,CL,,
CHEMBL950428,CHEMBL1152277,CHEMBL521356,,,CL,,,CL,,
CHEMBL944375,CHEMBL1152295,CHEMBL514447,,,Stability,%,,Stability,,
CHEMBL944375,CHEMBL1152295,CHEMBL463388,,,Stability,%,,Stability,,
CHEMBL944375,CHEMBL1152295,CHEMBL487763,=,=,Stability,microL/min/mg,915.0,Stability,microL/min/mg,915.0
CHEMBL944375,CHEMBL1152295,CHEMBL463585,=,=,Stability,microL/min/mg,38.0,Stability,microL/min/mg,38.0
CHEMBL944375,CHEMBL1152295,CHEMBL463389,=,=,Stability,microL/min/mg,2.3,Stability,microL/min/mg,2.3
CHEMBL944375,CHEMBL1152295,CHEMBL517305,=,=,Stability,microL/min/mg,18.8,Stability,microL/min/mg,18.8
CHEMBL944375,CHEMBL1152295,CHEMBL463387,=,=,Stability,microL/min/mg,12.8,Stability,microL/min/mg,12.8
CHEMBL944375,CHEMBL1152295,CHEMBL442924,=,=,Stability,microL/min/mg,11.3,Stability,microL/min/mg,11.3
CHEMBL944375,CHEMBL1152295,CHEMBL457931,=,=,Stability,microL/min/mg,1.4,Stability,microL/min/mg,1.4
CHEMBL944375,CHEMBL1152295,CHEMBL457930,=,=,Stability,microL/min/mg,0.0,Stability,microL/min/mg,0.0
CHEMBL944375,CHEMBL1152295,CHEMBL512551,=,=,Stability,microL/min/mg,47.8,Stability,microL/min/mg,47.8
CHEMBL944375,CHEMBL1152295,CHEMBL459176,=,=,Stability,microL/min/mg,106.0,Stability,microL/min/mg,106.0
CHEMBL944375,CHEMBL1152295,CHEMBL504231,=,=,Stability,microL/min/mg,106.0,Stability,microL/min/mg,106.0
CHEMBL944375,CHEMBL1152295,CHEMBL514759,=,=,Stability,microL/min/mg,77.0,Stability,microL/min/mg,77.0
CHEMBL944375,CHEMBL1152295,CHEMBL513258,=,=,Stability,microL/min/mg,84.0,Stability,microL/min/mg,84.0
CHEMBL944375,CHEMBL1152295,CHEMBL456654,=,=,Stability,microL/min/mg,86.0,Stability,microL/min/mg,86.0
CHEMBL944375,CHEMBL1152295,CHEMBL486538,=,=,Stability,microL/min/mg,69.0,Stability,microL/min/mg,69.0
CHEMBL944375,CHEMBL1152295,CHEMBL486537,=,=,Stability,microL/min/mg,198.0,Stability,microL/min/mg,198.0
CHEMBL944375,CHEMBL1152295,CHEMBL520869,=,=,Stability,microL/min/mg,28.0,Stability,microL/min/mg,28.0
CHEMBL944375,CHEMBL1152295,CHEMBL487355,=,=,Stability,microL/min/mg,154.0,Stability,microL/min/mg,154.0
CHEMBL944375,CHEMBL1152295,CHEMBL487355,=,=,Stability,microL/min/mg,100.0,Stability,microL/min/mg,100.0
CHEMBL944375,CHEMBL1152295,CHEMBL592374,=,=,Stability,microL/min/mg,47.0,Stability,microL/min/mg,47.0
CHEMBL944375,CHEMBL1152295,CHEMBL459165,,,Stability,%,,Stability,,
CHEMBL944375,CHEMBL1152295,CHEMBL459165,,,Stability,%,,Stability,,
CHEMBL944375,CHEMBL1152295,CHEMBL459165,,,Stability,%,,Stability,,
CHEMBL944387,CHEMBL1152296,CHEMBL234346,=,=,Stability,min,23.0,Stability,min,23.0
CHEMBL942207,CHEMBL1152259,CHEMBL4296692,,,Stability,%,,Stability,,
CHEMBL942207,CHEMBL1152259,CHEMBL510805,,,Stability,%,,Stability,,
CHEMBL942207,CHEMBL1152259,CHEMBL470777,,,Stability,%,,Stability,,
CHEMBL942207,CHEMBL1152259,CHEMBL470778,,,Stability,%,,Stability,,
CHEMBL942207,CHEMBL1152259,CHEMBL469556,,,Stability,%,,Stability,,
CHEMBL937693,CHEMBL1152280,CHEMBL410972,=,=,T1/2,hr,0.03333,t1/2,min,2.0
CHEMBL937699,CHEMBL1152281,CHEMBL487364,=,=,T1/2,hr,40.0,t1/2,hr,40.0
CHEMBL937699,CHEMBL1152281,CHEMBL485944,=,=,T1/2,hr,0.6667,t1/2,min,40.0
CHEMBL937699,CHEMBL1152281,CHEMBL485945,=,=,T1/2,hr,0.6667,t1/2,min,40.0
